id,text
2018-16-3-6,"В ходе научных исследований порождается большое количество данных в цифровом формате, и для после- дующего использования этих данных (обработки, анализа, публикации) их необходимо организованно собирать и хранить.  <Task> Построение информационной инфраструктуры для решения этих задач </Task>  – одна из наиболее актуальных проблем в области организации работы с экспериментальными данными. Авторами настоящей статьи  <Contrib> разрабатывается информационная система для автоматизации сбора, хранения и анализа данных </Contrib> , в качестве отправной точки для которой используются три задачи обработки данных из области физиологии. Рассмотрены и проанализированы возникающие в процессе разработки такой системы проблемы, а также существующие подходы и готовые решения этих и схожих задач . На основе результатов проведенного анализа  <Contrib> предложен ряд моделей и механизмов для решения возникших проблем </Contrib> . Разработанные решения включают в себя модели и механизмы сбора и хранения экспериментальных данных, модель для описания и формализации сценариев обработки данных и механизмы для обработки собранных данных в распределенной вычислительной системе. В результате  <Contrib> представлена архитектура вычислительной системы для сбора, хранения и обработки экспериментальных данных </Contrib> . Система предлагается в качестве инструмента для  <Use> решения широкого спектра задач, возникающих при проведении научных исследований и требующих сбора, хранения и многоэтапной обработки различных типов данных </Use> ."
2018-16-3-7," <Contrib> Описан новый метод  <Task> автоматического реферирования текстов </Task>  </Contrib> . На основе предложенного метода  <Contrib> создана система, позволяющая получать краткие аннотации научно-технических текстов и определять их темы </Contrib> . Процесс реферирования состоит из пяти основных шагов: предобработка, риторический анализ и преобразование текста, оценка весов, выбор предложений и сглаживание. Предлагаемый метод формирует аннотацию на основе наиболее значимых предложений исходного документа. Значимость предложений частично определяется в процессе риторического анализа, который выполняется с помощью дискурсивных маркеров и коннекторов. Также учитываются ключевые слова, многословные термины и некоторые специальные слова, которые часто встречаются в научно- технических текстах. Для извлечения ключевых слов и определения тем текста применялась  <Method> аддитивная регуляризация тематических моделей </Method> ."
2018-16-3-8,"Статья посвящена  <Contrib> разработке системы управления фертигацией </Contrib> , которая позволяет осуществлять автоматическую подачу удобрений с учетом показателей pH и EC, полученных от соответствующих датчиков. Для решения этой задачи  <Contrib> разработан модуль минерализации </Contrib> , состоящий из двух подмодулей: подмодуль измерения и регулирования pH и подмодуль измерения и регулирования EC. Данные передаются микроконтроллеру для дальнейших действий по управлению системой. В качестве системы принятия решений в работе использована  <Tool> интеллектуальная система на основе нечеткой логики </Tool> ."
2018-16-3-9," <Task> Исследование регуляции транскрипции генов на основе данных современных технологий высокопроизводительного секвенирования </Task>  является актуальной задачей биоинформатики, требующей развития новых компьютерных средств, в том числе на основе суперкомпьютерных вычислений.  <Contrib> Рассмотрены задачи обработки данных полногеномных профилей ChIP-seq связывания транскрипционных факторов в геномах, определения пиков профилей и поиска сайтов связывания в нуклеотидных последовательностях таких пиков </Contrib> .  <Contrib> Разработаны программы для анализа положения сайтов связывания в геноме относительно районов генов, расчета кластеров таких сайтов и визуализации их положения в геноме </Contrib> .  <Contrib> Рассчитаны кластеры сайтов связывания транскрипционных факторов в геноме человека </Contrib>  по базе данных Cistrome,  <Contrib> построены матрицы совместной встречаемости пар сайтов связывания различных транскрипционных факторов в геноме для различных типов тканей и культур клеток </Contrib> .  <Contrib> Проведен вычислительный эксперимент по компьютерной генерации случайных кластеров в геноме, а также оценке встре- чаемости кластеров большого размера для экспериментально полученных сайтов связывания транскрипционных факторов в геноме человека </Contrib> .  <Contrib> Найдены закономерности встречаемости сайтов факторов плюрипотентности в эмбриональных стволовых клетках </Contrib> . Разработанное программное обеспечение доступно по запросу к авторам"
2018-16-3-10,"Современные методы экспериментальных исследований позволяют реконструировать различного типа биологические сети, включая генные и метаболические сети, сети интерактомики, сети коэкспрессии генов, сети заболеваний и т. д. В данной статье  <Contrib> представлена разработанная нами система построения структурных моделей биологических сетей в виде набора случайных графов, структурные закономерности которых совпадают со структурными закономерностями исходной биологической сети </Contrib> . Такие структурные модели могут быть использованы для  <Use> проверки различных статистических гипотез на сетях </Use> , в  <Use> исследовании влияния структурных закономерностей в биологических сетях на их функцию </Use>  и других задачах. При генерации структурных моделей в случайных графах могут быть зафиксированы следующие характеристики: распределение степеней вершин, попарное распределение степеней вершин, средняя степень соседних вершин, коэффициент кластеризации, спектр кластеризации, частота структурных мотивов различных размеров и др. Разработанная система построена по архитектуре клиент-сервер и состоит из плагина Cytoscape и удаленного вычислительного сервиса. Взаимодействие между клиентом и сервером реализовано посредством  <Tool> фреймворка gRPC </Tool>  с применением  <Tool> протокола сериализации структурированных данных Protocol Buffers </Tool> . Система позволяет асинхронно конструировать структурные модели заданных биологических сетей в виде случайных графов посредством программ  <Tool> Random Network Generator </Tool>  и  <Tool> GTrie Scanner </Tool> . Результат построения может быть загружен для визуализации и анализа средствами пакета Сytoscape. С использованием разработанной системы  <Contrib> проведен вычислительный эксперимент по реконструкции структурных моделей ряда биологических сетей </Contrib> , для которых удалось построить алгоритм предсказания времени расчетов структурных моделей."
2018-16-3-11,"Современные постгеномные методы изучения экспрессии генов с помощью транскриптомного профилирования имеют большое значение для фундаментальных биомедицинских исследований в онкологии, поиска новых маркеров развития опухолей на культурах клеток глиом. Такие эксперименты требуют  <Task> разработки новых компьютерных инструментов анализа объемных данных секвенирования </Task> . Цель представленного исследования –  <Goal> компьютерный поиск генов и их изоформ </Goal> , нарушение экспрессии которых связано с развитием глиобластом, с помощью современных высокопроизводительных технологий секвенирования транскриптом и международных биомедицинских банков данных.  <Task> Поиск генов – кандидатов для терапевтического воздействия в опухолях, в том числе отдельных изоформ генов </Task> , актуален в  <Use> здравоохранении </Use>  и  <Use> современной высокотехнологичной медицине </Use> . В данной работе представлены задачи биоинформатики, связанные с  <Contrib> разработкой компьютерных конвейеров обработки транскриптомных данных </Contrib> ,  <Contrib> определения дифференциально экспрессирующихся генов </Contrib> ,  <Contrib> анализа альтернативного сплайсинга </Contrib> ,  <Contrib> описания категорий генных онтологий для найденных групп генов </Contrib> . Рассмотрены задачи  <Contrib> автоматического поиска и описания функций генов в связи с раковыми заболеваниями </Contrib> ,  <Contrib> визуализации результатов и разработки биомедицинских баз данных </Contrib> .  <Contrib> Представлен прототип базы данных дифференциального альтернативного сплайсинга генов – «Дифференциальный альтернативный сплайсинг генов человека при вторичной глиобластоме (ДАСГГ)» </Contrib> , с возможностью работы через веб-сайт, поиска уровней экспрессии отдельных изоформ в глиальной опухоли"
2018-16-3-12," <Task> Разработка и применение компьютерных средств анализа транскриптомных данных в модельных организмах животных  </Task>  представляет актуальную задачу биоинформатики. Задача  <Task> исследования экспрессии генов современными методами высокопроизводительного секвенирования в отделах мозга лабораторных животных </Task>  является исключительно важной для изучения генетических основ поведения в целом.  <Task> Изучение генетических детерминант агрессивного поведения </Task>  не только сохраняет актуальность для исследования молекулярных механизмов регуляции поведения, но и имеет широкую практическую составляющую при работе с животными, для  <Use> решения задач агробиологии </Use> . Наследственная предрасположенность животных к агрессивному поведению приводит к появлению различий в строении головного мозга, и сравнение таких различий позволит найти как общие, так и специфичные механизмы регуляции поведения, способствующие проявлению агрессии в провоцирующих условиях среды.  <Contrib> Представлены компьютерные программы анализа сплайсинга и прототип базы данных экспрессии генов в отделах мозга лабораторных животных </Contrib>  – серых крыс, селектированных по проявлению агрессивного поведения.  <Contrib> Выполнена функциональная аннотация генов с повышенной и пониженной экспрессией в экспериментах на крыса </Contrib> , <Contrib>  рассмотрены варианты изоформ и альтернативного сплайсинга этих генов </Contrib> ."
2018-16-2-1,"Фонд оценочных средств является составной частью нормативно-методического обеспечения системы оценки качества освоения студентом учебного материала.  <Method> Онтологический подход к моделированию фонда оценочных средств </Method>  позволяет формировать актуальные оценочные документы, которые учитывают не только всевозможные пожелания экзаменатора, но и степень усвоения различных компетенций и степень овладения различными профессиональными функциями. В статье  <Contrib> приведено описание онтологии, семантической и нечеткой моделей фонда оценочных средств </Contrib> .   <Contrib> Описан алгоритм порождения шаблона оценочного документа </Contrib> , состоящий из трех этапов: сужение, ограничение и определение. На каждом этапе генерируется соответствующая нечеткая модель, в рамках которой проверяется непротиворечивость заданного шаблона и выполнимость данного шаблона на имеющейся базе оценочных средств. Для формирования комплекта оценочных документов используется  <Method> алгоритм CLOPE </Method> , позволяющий кластеризовать категорийные данные."
2018-16-2-2," <Contrib> Предложен алгоритм автоматизации  <Task> построения трехмерных геоэлектрических моделей </Task>  для метода зондирования становлением поля в ближней зоне </Contrib>  на основе результатов одномерной инверсии с целью  <Goal> расчета синтетических сигналов для трехмерных моделей </Goal> , а также  <Goal> ускорения получения качественной оценки полевых материалов </Goal>  и  <Goal> сведения к минимуму ошибок интерпретации </Goal> . Важной частью алгоритма является автоматическое формирование трехмерных расчетных сетей, необходимых для расчета синтетических сигналов в моделях. Результаты работы алгоритма представляют собой  <Contrib> подготовленные трехмерные модели изучаемой среды с рассчитанным синтетическим электромагнитным сигналом </Contrib> . Алгоритм апробирован на данных электромагнитного мониторинга последствий землетрясения, произошедшего в 2003 г. в Республике Алтай."
2019-16-2-3,"Рассмотрена проблема  <Task> выявления генетического сходства при анализе баз данных (БД) геномов организмов </Task> . Такая проблема возникает с развитием методов метагеномики, сравнительной геномики, технологий высокопроизводительного секвенирования ДНК, а также инструментов оценки и прогнозирования состояния экосистем.  <Contrib> Для быстрого сравнения геномов с целью выявления повторяющихся наборов нуклеотидов разработана специализированная компьютерная система </Contrib> . Из-за большого объема данных, возникающих при обработке исходной информации, осуществлен переход к  <Tool> нереляционным БД </Tool> , как к более гибким и масштабируемым. В качестве основы подхода использованы  <Tool> распределенная нереляционная БД MongoDB </Tool>  и  <Method> алгоритм обработки данных Winnowing </Method> . При использовании  <Tool> нереляционной БД </Tool>  для выявления генетического сходства  <Contrib> предложен вариант представления отпечатков структурных вариаций геномов в виде «ключ – значение» </Contrib> .  <Contrib> Выполнена программная реализация разработанной модели </Contrib> . Проведены вычислительные эксперименты: 1)  <Contrib> загрузка данных в БД </Contrib>  с использованием одной и трех  <Tool> шард (серверов, где хранятся данные и осуществляются поиск и обработка информации)  </Tool> ; 2)  <Contrib> поиск совпадений выбранных наборов нуклеотидов с БД геномов </Contrib>  с использованием одной и трех   <Tool> шард </Tool> ; 3) <Contrib>  расчет скорости поиска геномов в БД </Contrib> ; 4)  <Contrib> расчет скорости загрузки геномов в БД </Contrib> . Результатом экспериментов стало подтверждение возможности использования предложенного способа поиска генетического сходства. Продолжение работы может быть в направлениях: 1) решения задачи об определении момента, когда необходимо добавлять узел к кластеру при возрастании рассматриваемого количества выбранных наборов нуклеотидов и увеличении числа геномов в БД организмов; 2) практического наполнения создаваемой БД как можно большим количеством реальных геномов организмов; 3) исследования геномных нарушений с целью оценки вероятности генетических отклонений на этапе распознавания потенциально возможного неблагоприятного развития организма."
2018-16-2-4,"Важной проблемой современного программирования является  <Task> поддержка и сопровождение наследственного программного обеспечения (ПО) </Task> . Функциональность приложений, написанных в старых окружениях, ценна и по-прежнему актуальна. Устаревшее ПО не позволяет использовать их на современных машинах и развивать в дальнейшем. В работе  <Contrib> описан опыт миграции на примере двух приложений </Contrib>  –  <Example> Архива академика А. П. Ершова </Example>  и  <Example> системы «Библиотека» </Example> , которые используются в ИСИ СО РАН не один десяток лет. В качестве платформы с открытым кодом для создания новых приложений был выбран  <Tool> CMF Drupal </Tool> , который значительно облегчает разработку и перенос модели данных. Миграция включает в себя реинжиниринг приложения с сохранением бизнес-логики, модели данных, а также перенос самих данных."
2018-16-2-5," <Contrib> Рассмотрены особенности разработки алгоритмов разрешения конфликтов по доступу к памяти и их реализация в динамическом компиляторе Java для отечественной платформы «Эльбрус» </Contrib> . Эти алгоритмы   <Adv> позволяют существенно расширить возможности планировщика инструкций  </Adv>  – ключевой оптимизации VLIW-процессоров. В работе исследуются  <Method> статические и динамические подходы к анализу зависимостей по памяти </Method> , и приводится сравнение эффективности реализованных алгоритмов на основе  <Tool> стандартной тестовой сюиты SpecJVM2008 </Tool> ."
2018-16-2-6,"Представлен подход, использованный при  <Contrib> разработке и реализации модуля, выполняющего бинарные операции над данными </Contrib>  в  <Tool> ИС «Молекулярная спектроскопия» </Tool> .  <Contrib> Приводится формализация бинарных операций над наборами спектроскопических данных с учетом особенностей предметной области </Contrib> . Описываются алгоритм действий и интерфейс пользователя для проведения бинарных операций – единые для имеющихся баз данных по различным веществам и нескольким типам спектроскопических данных."
2018-16-2-7," <Contrib> Рассматривается возможность применения  <Method> методов коллаборативной фильтрации </Method>  в процессе  <Task> создания рекомендательной системы  </Task>  на основе данных о заказах документов из библиотечного фонда </Contrib> . Приводится  <Contrib> сравнительный экспериментальный анализ трех методов коллаборативной фильтрации </Contrib> : на основе документов, на основе пользователей и на основе гибридного метода, являющегося комбинацией первых двух методов."
2018-16-2-8,"  <Contrib> Представлена система  <Task> разрешения неоднозначности авторства </Task>  статей на английском языке </Contrib>  с использованием русскоязычных источников данных. Система позволяет находить и исправлять ошибки в определении авторства научных публикаций, что может  <Use> улучшить результаты поиска статей определенного автора и подсчета индекса цитируемости </Use> . В качестве исходного хранилища публикаций использовалась база link.springer.com, для получения достоверной информации об авторах и их статьях использовалась научная электронная библиотека eLIBRARY.ru. Система предоставляет интерактивную визуализацию результатов и возможность редактирования для повышения качества экспертного анализа. Подходы, используемые в данной системе, применимы для  <Use> разрешения неоднозначности авторства публикаций </Use>  из различных библиографических баз данных."
2018-16-2-9,"  <Contrib> Предложен новый вид обслуживания – «интеллектуальная регистратура» </Contrib> : в мобильном приложении обеспечена возможность выбора сотрудников медицинского учреждения, далее происходит анализ графика работы выбранного врача и свободного времени пользователя при помощи  <Method> алгоритмов программирования в ограничениях  </Method>  с целью определения наилучшего времени записи на прием. База знаний о свободном времени пользователя формируется на основе задач, которые агрегируются с мобильного устройства и популярных сервисов по управлению задачами. Для случая, если пользователь не знает, к кому обратиться,  <Contrib> продукт снабжен «умным» чатом, в котором можно описать проблему </Contrib> . Текст отправится на сервер , где произойдет  синтаксический разбор  и  семантическое сопоставление с конкретной специальностью врача . В базе данных хранится информация обо всех посещениях и врачебных выписках (электронная медицинская карта), что позволяет, например,  <Use> напоминать пользователю о необходимости принятия медикаментов </Use> . Практическая ценность продукта заключается в  <Use> автоматизации бизнес-процесса «прием пациентов» </Use> , что приводит к  <Adv> экономии времени пациентов, обеспечению высокой доступности услу и оптимизации трудовых затрат в медучреждениях </Adv> ."
2018-16-2-10,"Современная физиология не может обойтись без методов количественного анализа данных. Необходимым условием для использования математической статистики, анализа сигналов и машинного обучения является наличие должным образом собранных, размеченных и подготовленных данных. С возможностью совместной обработки данных, собранных в разных условиях и в рамках разных протоколов экспериментов, появилась потребность в наличии структурированной метаинформации. В настоящее время существует множество программных систем, позволяющих создавать, редактировать и запускать сценарии представления стимулов. Их проблемой является сложность использования реализованного сценария как в рамках других систем, так и для аннотирования данных, полученных экспериментально. Целью работы является  <Goal> разработка сервиса, позволяющего задавать сценарии представления стимулов с помощью графического интерфейса с возможностью сохранять метаинформацию эксперимента в независимом от платформы формате и исполнять в закрытых системах </Goal> . В предлагаемом решении используется  <Method> модельно-ориентированный подход </Method> . В основе платформенно-независимой модели лежит  <Tool> открытый формат эксперимента PsychoPy </Tool> . Для исполнения полученного сценария используется  <Tool> платформа Neurobs Presentation </Tool> . С помощью преобразования общей модели сценария эксперимента в модель платформы и описания синтаксической структуры предметно-ориентированного языка Presentation автоматически формируется программный код. Реализация данного подхода может быть  <Use> расширена для других систем представления стимулов </Use> ."
2018-16-2-11," <Contrib> Рассматривается системный подход к  <Task> повышению производительности небольших информационных систем </Task>  </Contrib>  за счет оптимальной реструктуризации табличных структур данных. Авторами сформулирована задача  <Task> оптимизации количества информационных блоков, необходимых для выполнения группы запросов на считывание информации  </Task> ,  <Contrib> предложена целевая функция и структурные ограничения </Contrib> .  <Contrib> Проанализирована невозможность использования грубых методов поиска оптимального решения </Contrib> .  <Contrib> Предложена методика многомодального распределения атрибутов в зависимости от частоты появления в группе запросов </Contrib> . Проведен эксперимент, подтверждающий  <Adv> эффективность разработанной методики для небольших информационных систем </Adv> ."
2018-16-2-12," <Contrib> Представлен новый подход для  <Task> получения расширенных тематических моделей текстов </Task>  научных статей на русском языке  </Contrib> . Под расширенной моделью понимается тематическая модель, содержащая кроме однословных терминов термины, состоящие из нескольких слов (также называемые многословные термины или ключевые фра зы). Такие модели лучше интерпретируются пользователями и точнее описывают предметную область документа, чем модели, состоящие только из униграмм (отдельных слов). На основе предложенного подхода была  <Contrib>  разработана  система, в результате работы которой для каждого документа предоставляется набор содержащихся в нем тем с указанными вероятностями, ключевыми словами и фразами для каждой темы  </Contrib> . Предложенный в статье подход может быть полезен при  <Use> построении рекомендательных систем и систем авто- реферирования </Use> ."
2018-16-1-1,Представленная работа посвящена  <Contrib> обоснованию нового электромагнитного зонда для каротажа нефтегазовых скважин на основе компьютерного моделирования </Contrib> . <Contrib>  Получено решение  <Task>  прямой задачи электромагнитного каротажа  </Task>  для тороидального источника в цилиндрически-слоистой геоэлектрической модели  </Contrib> .   <Contrib> Разработаны комплексы алгоритмов и компьютерных программ для анализа сигналов электромагнитного зонда с тороидальными катушками в пространственно неоднородных анизотропных средах  </Contrib> . Путем  <Method> масштабного компьютерного моделирования </Method>   <Contrib> выполнено обоснование оптимальной конфигурации зондовой системы </Contrib>  и  <Contrib> исследованы ее возможности изучения макроанизотропных свойств геологических сред </Contrib> .
2018-16-1-2,"Высокий уровень изменчивости программного и технического обеспечения информационных систем требует  получения оценок их производительности за ограниченные сроки на любых стадиях их жизненного цикла. В статье  <Contrib> рассматривается унифицированный процесс обработки данных в клиент-серверном приложении, которое взаимодействует с базой данных, состоящей из стандартных компонентов </Contrib> . Формальная модель процесса представлена одноканальной системой массового обслуживания с входящим потоком требований, интегрирующим элементарные потоки, каждый из которых ассоциируется с определенным транзакционным классом.  <Contrib>  Излагаются актуальные вопросы реализации модели и приводятся результаты имитационных экспериментов, отражающие продолжительность отклика системы на задаваемую рабочую нагрузку </Contrib> ."
2018-16-1-3,"  <Contrib> Для линейных систем управления, состоящих из объекта управления со структурно-параметрической неопределенностью в описании и модального регулятора, обоснована мера робастных свойств устойчивости и качества управления </Contrib> .  <Contrib> Разработан алгоритм вариации настроек модального регулятора </Contrib> ,  <Adv> последовательно повышающий меру робастности замкнутой системы </Adv> . Предложенный алгоритм может быть реализован на ЭВМ."
2018-16-1-4,"Веб-технологии и социальные сети качественно изменили систему научных коммуникаций. Насколько успешно российские ученые ими пользуются? Это исследование состоит из двух частей. В первой были  <Contrib> изучены персональные сайты (при их наличии) действительных членов и членов-корреспондентов Российской академии наук. Во второй – степень проникновения социальной сети ResearchGate в российские научные организации </Contrib> . Оказалось, что  <Conc> около половины выдающихся ученых имеют свой персональный сайт на русском языке, но из них более 90 % не имеют сайта на английском </Conc> . Также  <Conc> более 90 % ученых не размещают на своих сайтах ссылки на полные тексты статей и не зарегистрированы в ResearchGate </Conc> ."
2018-16-1-5,"  <Contrib> Представлена математическая модель упругопластических сред с учетом фазовых переходов между твердым телом, жидкостью и газом </Contrib> . Также учтен процесс откола вещества от газовой фазы.  <Contrib> Сформулирован один из подходов к записи уравнения состояния упругопластических сред </Contrib> ,  <Contrib> выписаны основные инварианты, используемые для построения уравнения состояния </Contrib> .  <Contrib> Представлены результаты математического моделирования геологических деформаций, приводящих к образованию трещин </Contrib> ."
2018-16-1-6," <Contrib> Исследуется хаотичность передаваемых сигналов защищенных систем связи на основе динамического хаоса </Contrib>  с помощью распространенных  <Method>  методов нелинейной динамики  </Method>  ( <Method> максимальный показатель Ляпунова </Method> ,  <Method> показатель Хёрста </Method>  и  <Method> рекуррентные графики </Method> ). В качестве защищенной системы связи на основе динамического хаоса  <Contrib> рассмотрено устройство имитозащиты контролируемых объектов с повышенной структурной скрытностью сигналов-переносчиков </Contrib> . С помощью  <Method> методов нелинейной динамики </Method> ,  <Contrib> проведено исследование временных реализаций передаваемых в канале связи сигналов </Contrib> , полученных в  <Tool> среде ScicosLab </Tool>  с помощью рассматриваемого устройства. Анализ полученных данных показывает, что  <Conc> исследуемые сигналы в целом обладают свойствами хаотичности и потенциально могут обеспечить защищенность передаваемой в беспроводных каналах связи информации от несанкционированного доступа </Conc> . Описанный в данной работе подход к  <Task>  исследованию хаотичности передаваемых сигналов  </Task> , основанный на комплексном применении известного математического аппарата  <Method>  методов нелинейной динамики  </Method> , потенциально можно применять для  <Use> исследования хаотичности передаваемых сигналов широкого класса систем защищенной связи на основе динамического хаоса </Use> ."
2018-16-1-7,  <Contrib> Определена модель для визуализации связей между объектами и их атрибутами в различных процессах </Contrib> . На основании модели  <Contrib>  разработан универсальный абстрактный компонент графического пользовательского интерфейса </Contrib>  и приведены примеры его программной реализации. Также проведена апробация компонента для решения прикладной задачи по  <Use> извлечению информации из документов </Use> .
2018-16-1-8," <Contrib> Открытые программные решения веб- / видеоконференцсвязи анализируются как с технологической, так и с функциональной сторон </Contrib>  в масштабе хорошо развитого ИТ-сегмента ВКС.  <Example> На примере международного проекта Apache OpenMeetings </Example>  новосибирская команда разработчиков детально  <Contrib> рассматривает программные, пользовательские, сервисные и коммерческие аспекты таких проектов в динамике их развития </Contrib> .  <Contrib> Показаны возможности и достоинства, обозначены дальнейшие перспективы роста </Contrib> ."
2018-16-1-9," <Contrib> Рассматривается использование мобильных устройств для тестирования по сравнению с веб-системами оценки знаний </Contrib> . Многие образовательные организации пытаются снизить стоимость экзаменов, нагрузку и задержку подсчета баллов, а также человеческие ошибки. Кроме того, они пытаются повысить точность и эффективность тестирования. В последнее время большинство экзаменационных комиссий используют  <Method> компьютерное адаптивное тестирование (CAT)  </Method> в качестве метода широкомасштабного тестирования. Мы  <Contrib> рассматриваем создание тестовых задач для адаптивного тестирования </Contrib> .  <Contrib> Предложен алгоритм функционирования адаптивной системы </Contrib> . Пример тестовых задач для проведения адаптивного тестирования приведен на основе предлагаемой модели. Результаты показывают, что  <Conc>  большинство систем MAT (мобильные адаптивные тесты) придают приоритет безопасности, надежности и ремонтопригодности  </Conc> . Тем не менее, они  <Conc>  не предлагают испытуемому никакой дополнительной поддержки и функциональности  </Conc> . Кроме того,  <Conc>  обратная связь с испытуемым ограничена, и представление предметов оставляет желать лучшего </Conc> .  <Contrib> Рекомендации сделаны для повышения общего качества системы CAT </Contrib> . Например, альтернативные мультимедийные элементы должны быть доступны, чтобы испытуемый выбирал предпочтительный тип носителя. Обратная связь может быть улучшена путем предоставления дополнительной информации испытуемому или предоставления информации в любое время, когда испытуемый пожелает."