id,token,tag,nested_1,nested_2,wiki_id
0,Применение,O,,,
1,модельно,B-TERM,,,"Q6888132:1,2,3,4"
2,-,I-TERM,,,
3,ориентированного,I-TERM,,,
4,проектирования,I-TERM,,,
5,к,O,,,
6,созданию,O,,,
7,АСУ,B-TERM,B-TERM,,"Q787422:7,8"
8,ТП,I-TERM,I-TERM,,
9,опасных,I-TERM,B-TERM,,
10,промышленных,I-TERM,I-TERM,,
11,объектов,I-TERM,I-TERM,,
12,Представлена,O,,,
13,реализация,O,,,
14,подхода,B-TERM,,,Q1799072:14
15,«,O,,,
16,модельно,B-TERM,,,"Q6888132:16,17,18,19"
17,-,I-TERM,,,
18,ориентированного,I-TERM,,,
19,проектирования,I-TERM,,,
20,»,O,,,
21,для,O,,,
22,решения,O,,,
23,задачи,O,,,
24,создания,O,,,
25,автоматизированных,B-TERM,,,"Q787422:25,26,27,28,29"
26,систем,I-TERM,,,
27,управления,I-TERM,,,
28,технологическими,I-TERM,,,
29,процессами,I-TERM,,,
30,(,O,,,
31,АСУ,B-TERM,,,"Q787422:31,32"
32,ТП,I-TERM,,,
33,),O,,,
34,горнодобывающих,B-TERM,,,"Q2990216:34,35"
35,предприятий,I-TERM,,,
36,.,O,,,
37,Подход,B-TERM,,,Q1799072:37
38,«,O,,,
39,модельно,B-TERM,,,"Q6888132:39,40,41,42"
40,-,I-TERM,,,
41,ориентированного,I-TERM,,,
42,проектирования,I-TERM,,,
43,»,O,,,
44,заключается,O,,,
45,в,O,,,
46,организации,O,,,
47,контура,B-TERM,,,
48,тестирования,I-TERM,,,
49,",",O,,,
50,в,O,,,
51,котором,O,,,
52,испытуемый,B-TERM,,,
53,объект,I-TERM,,,
54,функционирует,O,,,
55,в,O,,,
56,среде,B-TERM,,,
57,",",O,,,
58,идентичной,O,,,
59,реальному,B-TERM,,,
60,процессу,I-TERM,,,
61,по,O,,,
62,входным,B-TERM,,,
63,сигналам,I-TERM,,,
64,.,O,,,
65,Подход,B-TERM,,,Q1799072:65
66,основан,O,,,
67,на,O,,,
68,использовании,O,,,
69,математических,B-TERM,,,"Q486902:69,70"
70,моделей,I-TERM,,,
71,",",O,,,
72,имитирующих,O,,,
73,протекание,O,,,
74,технологического,B-TERM,,,"Q10843872:74,75"
75,процесса,I-TERM,,,
76,под,O,,,
77,управлением,O,,,
78,АСУ,B-TERM,,,"Q787422:78,79"
79,ТП,I-TERM,,,
80,.,O,,,
81,Математические,B-TERM,,,"Q486902:81,82"
82,модели,I-TERM,,,
83,используются,O,,,
84,для,O,,,
85,формирования,B-TERM,,,
86,наборов,I-TERM,,,
87,тестовых,I-TERM,,,
88,данных,I-TERM,,,
89,.,O,,,
90,Разработан,O,,,
91,имитационный,B-TERM,,,
92,программно,I-TERM,B-TERM,,"Q621580:92,93,94,95"
93,-,I-TERM,I-TERM,,
94,аппаратный,I-TERM,I-TERM,,
95,комплекс,I-TERM,I-TERM,B-TERM,
96,.,O,,,
97,Основными,O,,,
98,частями,O,,,
99,комплекса,B-TERM,,,Q621580:99
100,являются,O,,,
101,:,O,,,
102,рабочая,B-TERM,B-TERM,,"Q192525:102,103"
103,станция,I-TERM,I-TERM,,
104,оператора,I-TERM,B-TERM,,
105,SCADA,I-TERM,I-TERM,B-TERM,Q17498:105
106,",",O,,,
107,рабочая,B-TERM,B-TERM,,"Q192525:107,108"
108,станция,I-TERM,I-TERM,,
109,оператора,I-TERM,B-TERM,,
110,модели,I-TERM,I-TERM,B-TERM,Q486902:110
111,",",O,,,
112,среда,B-TERM,,,
113,передачи,I-TERM,B-TERM,,"Q389772:113,114"
114,данных,I-TERM,I-TERM,,
115,",",O,,,
116,блок,B-TERM,,,
117,формирования,I-TERM,,,
118,физических,I-TERM,B-TERM,,
119,сигналов,I-TERM,I-TERM,,
120,",",O,,,
121,блок,B-TERM,,,
122,дублирования,I-TERM,,,
123,физических,I-TERM,B-TERM,,
124,сигналов,I-TERM,I-TERM,,
125,и,O,,,
126,программируемые,B-TERM,B-TERM,,"Q188674:126,127,128"
127,логические,I-TERM,I-TERM,,
128,контроллеры,I-TERM,I-TERM,,
129,АСУ,I-TERM,B-TERM,,"Q787422:129,130"
130,ТП,I-TERM,I-TERM,,
131,.,O,,,
132,В,O,,,
133,качестве,O,,,
134,среды,B-TERM,,,
135,имитационного,I-TERM,B-TERM,,"Q7263963:135,136"
136,моделирования,I-TERM,I-TERM,,
137,применена,O,,,
138,система,B-TERM,,,
139,MTSS,I-TERM,B-TERM,,
140,.,O,,,
141,Предложен,O,,,
142,и,O,,,
143,реализован,O,,,
144,вариант,O,,,
145,развития,O,,,
146,способа,B-TERM,,,"Q1142371:146,147,148,149,150,151,152,153"
147,Hardware,I-TERM,,,
148,-,I-TERM,,,
149,in,I-TERM,,,
150,-,I-TERM,,,
151,the,I-TERM,,,
152,-,I-TERM,,,
153,loop,I-TERM,,,
154,",",O,,,
155,обеспечивающего,O,,,
156,создание,O,,,
157,совместимых,B-TERM,,,
158,компонентов,I-TERM,,,
159,систем,I-TERM,,,
160,автоматизации,I-TERM,,,
161,.,O,,,
162,Приведено,O,,,
163,описание,O,,,
164,методики,B-TERM,B-TERM,B-TERM,Q4291913:164
165,тестирования,I-TERM,I-TERM,B-TERM,Q188522:165
166,АСУ,I-TERM,B-TERM,,"Q787422:166,167"
167,ТП,I-TERM,I-TERM,,
168,.,O,,,
169,Данная,O,,,
170,методика,B-TERM,,,Q4291913:170
171,успешно,O,,,
172,применена,O,,,
173,для,O,,,
174,разработки,B-TERM,,,Q638608:174
175,",",O,,,
176,отладки,B-TERM,,,Q845566:176
177,и,O,,,
178,тестирования,B-TERM,B-TERM,,Q188522:178
179,АСКУ,I-TERM,B-TERM,B-TERM,
180,ТО,I-TERM,I-TERM,B-TERM,
181,М,I-TERM,I-TERM,B-TERM,
182,(,O,,,
183,Автоматизированная,B-TERM,B-TERM,,
184,система,I-TERM,I-TERM,,
185,контроля,I-TERM,I-TERM,,
186,и,I-TERM,I-TERM,,
187,управления,I-TERM,I-TERM,,
188,технологическим,I-TERM,B-TERM,,
189,объектом,I-TERM,I-TERM,,
190,во,I-TERM,,,
191,взрывозащищенном,I-TERM,B-TERM,,
192,исполнении,I-TERM,I-TERM,,
193,).,O,,,
